OBJECTID,COD_SIG,COD_SIG_ESTACIONAMENTO,MORADA,MORADA_DETALHE,FREGUESIA,LOCALIZACAO,TIPO_ESTACIONAMENTO,MODELO,NUM_SUPORTES,CAPACIDADE,COBERTO,BALIZADORES,DOMINIALIDADE,ESTACIONAMENTO_ESTADO,EQUIPAMENTO_SERVIDO,FONTE_LEVANTAMENTO,DATA_INSTALACAO,OBS,GlobalID,x,y
14805,100,100,"Avenida Dom Carlos I, 4B",IADE - Creative University,Misericórdia,Passeio,BICICLETA,Sheffield standard,3,6,Não,0,Público,Partilhado com Micromobilidade,Equipamento Ensino - Ensino Superior,,,,32a9b91a-d51c-408f-9d0d-abd51a8d4f80,-1018842.83507344,4679790.11524014
14806,101,101,Avenida 24 de Julho,"Cruzamento com Avenida Dom Carlos I, junto à ciclovia",Misericórdia,Passeio,BICICLETA,Sheffield standard,6,12,Não,0,Público,Partilhado com Micromobilidade,,,,,d15cb43e-e70f-4916-8b6d-02af7dca7b70,-1018824.80012681,4679751.55864044
14807,103,103,"Avenida 5 de Outubro, 168
",No separador central,Avenidas Novas,Passeio,BICICLETA,Sheffield standard,4,8,Não,0,Público,Partilhado com Micromobilidade,,DEPM,11/21/2018 12:00:00 AM,,ae97a0b6-e586-4ebc-9ee6-70379aca04e2,-1018419.73947926,4684610.34586927
14808,104,104,"Avenida Álvaro Pais
",Edifício Marconi,Avenidas Novas,Passeio,BICICLETA,Sheffield standard,6,12,Não,0,Público,Partilhado com Micromobilidade,,DEPM,11/27/2018 12:00:00 AM,,219db35c-a9be-4b48-8fd7-feba7b78af97,-1018674.534304,4685178.0233555
14809,105,105,Largo do Nautilus,"Cruzamento com Jardim Mário Ruivo, nas traseiras do Teatro Camões",Parque das Nações,Passeio,BICICLETA,Sheffield standard,10,20,Não,0,Público,Partilhado com Micromobilidade,Equipamento Cultural - Teatro,DEPM,11/12/2018 12:00:00 AM,,8a7514ab-d7ce-4b7d-b7c9-3b3f05734452,-1012341.23795749,4687495.04190221
14810,106,106,"Passeio do Adamastor, 18",Próximo da Porta da Mar,Parque das Nações,Passeio,BICICLETA,Sheffield standard,3,6,Não,0,Público,Partilhado com Micromobilidade,,DEPM,11/13/2018 12:00:00 AM,,f8463e70-4411-4987-a23b-6f03927afa04,-1012529.7498222,4687174.07685325
14811,107,107,"Passeio do Adamastor
",Cruzamento com Rua Nova dos Mercadores,Parque das Nações,Passeio,BICICLETA,Sheffield standard,3,6,Não,0,Público,Partilhado com Micromobilidade,,DEPM,11/14/2018 12:00:00 AM,,2976d794-aa03-4a5c-9964-c9cbe17f14c2,-1012444.52152537,4687165.19658346
14812,108,108,Passeio de Neptuno,Parque Infantil - Marina Parque das Nações,Parque das Nações,Passeio,BICICLETA,Sheffield standard,16,32,Não,0,Público,Partilhado com Micromobilidade,Equipamento Lazer - Parque Infantil,DEPM,11/13/2018 12:00:00 AM,,b899819c-7b1f-4828-96db-ccd37481fdcf,-1012400.51478884,4686570.86902949
14813,109,109,"Praça do Norte, Mercado","Mercado da Encarnação Norte, dentro do pátio",Olivais,Passeio,BICICLETA,Onda,1,5,Não,,Público,Interdito Micromobilidade,Equipamento Comercial - Mercado,,,,f56aba36-e3b4-45a9-9186-1992b2a0398f,-1015058.97246427,4689791.52910874
14814,110,110,Largo da Luz,No jardim,Carnide,Passeio,BICICLETA,Sheffield estreito,4,8,Não,,Público,Partilhado com Micromobilidade,Equipamento Lazer - Jardim,,,,962f8a8f-9554-4863-81b6-42aafecfcdcc,-1022334.84118992,4687423.82390138
14815,111,111,"Avenida do Rio de Janeiro, Mercado","Mercado de Alvalade, entrada lateral do Mercado (LIDL)",Alvalade,Passeio,BICICLETA,Sheffield standard,4,8,Não,0,Público,Partilhado com Micromobilidade,Equipamento Comercial - Mercado,DEPM,2/23/2023 12:00:00 AM,,da5bddc1-d7d7-4ca7-8b9d-f04b2a50b5d6,-1017459.0048678,4686796.46185033
14816,112,112,"Rua Prista Monteiro, Escola",Escola Básica Prista Monteiro,Carnide,Passeio,BICICLETA,Onda,1,5,Não,,Público,Partilhado com Micromobilidade,,,,,fad522e2-887f-4d23-8fc0-9175aa8315d2,-1022121.05970877,4688235.68910332
14817,113,113,Rua Dr. Nicolau de Bettencourt,"Centro de Arte Moderna Gulbenhian, entrada",Avenidas Novas,Passeio,BICICLETA,Onda,1,5,Não,0,Público,Partilhado com Micromobilidade,Equipamento Cultural - Museu,,,,5c4df613-2000-469e-808b-49b15ed921e6,-1019074.58073067,4683904.54825204
14818,114,114,Praça do Império,Em frente da entrada do  CCB (antes passadeira),Belém,Passeio,BICICLETA,Onda,1,5,Não,0,Público,Partilhado com Micromobilidade,Equipamento Cultural - Museu,,,,efec68a0-74c8-4262-957b-8c136558777d,-1024954.12285828,4678199.32204842
14819,116,116,"Avenida do Colégio Militar, 23A",,Benfica,Passeio,BICICLETA,Onda,1,5,Não,,Público,Partilhado com Micromobilidade,,,,,c8eca6a7-8d88-479b-8ebe-8314e33a2a5f,-1023086.16279984,4686121.94467044
14820,117,117,"Largo da Madre de Deus, Polidesportivo",Polidesportivo da Mata da Madre de Deus,Beato,Passeio,BICICLETA,Borboleta,1,7,Não,0,Público,Partilhado com Micromobilidade,Equipamento Desportivo - Polidesportivo,,,,709ee53e-eff6-4192-abd7-7b6959832d23,-1014743.59109755,4683357.87129065
14821,118,118,"Avenida da Igreja, 21",,Alvalade,Passeio,BICICLETA,Sheffield estreito,3,6,Não,0,Público,Partilhado com Micromobilidade,,DEPM,,,d2f5d863-3617-4dc1-94c9-a97455e401a3,-1017679.27547394,4686447.5854132
14822,120,120,"Avenida 24 de Julho, 3",Junto ciclovia,Misericórdia,Passeio,BICICLETA,Sheffield standard,3,6,Não,0,Público,Partilhado com Micromobilidade,,,,,4a91f351-9b17-471d-b63e-f0714914afda,-1018421.73831985,4679739.73765724
14823,121,121,"Avenida da República, 37",Junto ciclovia,Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,0,Público,Partilhado com Micromobilidade,,,,,0f6d898c-570f-4572-9a04-6b3d47f0568b,-1018117.1619811,4684114.73198273
14824,123,123,"Avenida da República, 67",Junto ciclovia,Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,0,Público,Partilhado com Micromobilidade,,,,,ee89ce8a-ed4f-4e6e-8dc9-bda72e581954,-1018196.15859137,4684550.5888745
14825,124,124,"Avenida da República, 57",Junto ciclovia,Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,0,Público,Partilhado com Micromobilidade,,,,,1f3635b5-0875-4e2a-9818-74f4a691d0ad,-1018169.29085202,4684418.23256634
14826,125,125,"Avenida da República, 77",Junto ciclovia,Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,0,Público,Partilhado com Micromobilidade,,,,,61eeddfe-695f-4405-a131-d97b45912887,-1018226.32354752,4684705.35998492
14827,126,126,"Avenida Duque d' Ávila, 122",Traseira entrada estação metro São Sebastião,Avenidas Novas,Passeio,BICICLETA,Sheffield estreito,3,6,Não,0,Público,Partilhado com Micromobilidade,Estação Metro,,,,c563506b-f92c-49e9-8eb2-74c113c5e7ae,-1018764.10203732,4683785.75886185
14828,127,127,"Avenida António Augusto de Aguiar, 29",Em frente entrada do Decathlon Lisboa,Avenidas Novas,Passeio,BICICLETA,Sheffield estreito,3,6,Não,0,Público,Partilhado com Micromobilidade,,,,,93c8be13-c671-4c69-8b0c-802adf2d65f9,-1018833.99385331,4683384.05304402
14829,128,128,Rua de Moscavide ao Parque das Nações,Estação ferroviária de Moscavide,Parque das Nações,Passeio,BICICLETA,Sheffield standard,3,6,Não,0,Público,Partilhado com Micromobilidade,Estação Ferroviária,DEPM,11/15/2018 12:00:00 AM,,7ceeba04-9d81-433b-96c1-02b2053ecaae,-1012900.93256612,4689884.35694384
14830,129,129,"Avenida António Serpa, 38",,Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,3,6,Não,2,Público,Partilhado com Micromobilidade,,DEPM,8/11/2018 12:00:00 AM,,ff9e19b9-6df2-4a6b-9568-f1e0e863f1d9,-1018456.30959654,4684941.78600861
14831,130,130,"Avenida Visconde de Valmor, 63A",,Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,2,Público,Partilhado com Micromobilidade,,DEPM,8/11/2018 12:00:00 AM,,866f3c99-1a6f-4e05-9e28-fb5c5c714149,-1018563.19271581,4684162.00319062
14832,131,131,"Rua Pinheiro Chagas, 47",,Avenidas Novas,Via,BICICLETA,Sheffield standard,2,4,Não,3,Público,Partilhado com Micromobilidade,,DEPM,8/11/2018 12:00:00 AM,,72d6ffc9-6d2c-4338-882b-f82fe40031af,-1018567.07494377,4683640.89217479
14833,132,132,"Rua Pinheiro Chagas, 47B",,Avenidas Novas,Via,BICICLETA,Sheffield standard,2,4,Não,2,Público,Partilhado com Micromobilidade,,DEPM,8/11/2018 12:00:00 AM,,4b1fccbf-bcf0-4b64-a30f-f39a3372ccc4,-1018577.42596456,4683646.51602194
14834,134,134,Jardim Adão Barata,,Carnide,,BICICLETA,,,6,Não,,Público,Partilhado com Micromobilidade,Equipamento Lazer - Jardim,,,,7a5b0bda-31f1-46f0-af93-99e086362e1d,-1023473.840137,4687115.87280219
14835,136,136,Praça dos Restauradores,Entre as saídas da estação de Metro Restauradores,Santa Maria Maior,Passeio,BICICLETA,Sheffield estreito,3,6,Não,,Público,Partilhado com Micromobilidade,Estação Metro,,,,80800d1e-4a22-406f-b80a-d61f24900549,-1017631.12663164,4680944.65930429
14836,137,137,Avenida Prof. Franscisco da Gama Caeiro,Pavilhão desportivo Bairro Padre Cruz,Carnide,Passeio,BICICLETA,Onda,1,5,Não,,Público,Partilhado com Micromobilidade,Equipamento Desportivo - Polidesportivo,,,,06fa89ce-f930-4a12-bd64-8d5973db0c12,-1022822.40832764,4688687.21071005
14837,138,138,Rua da Cintura do Porto de Lisboa,"Estação ferroviária Cais do Sodré, entrada",Misericórdia,Passeio,BICICLETA,Sheffield standard,6,12,Sim,0,Público,Interdito Micromobilidade,Estação Ferroviária,,,,6f43200c-ebcd-488c-9981-9098ddcc6523,-1018021.1623394,4679579.90093549
14838,139,139,Rua Professor Lima Basto,"Estação Ferroviária de Sete Rios, entrada",São Domingos de Benfica,Passeio,BICICLETA,Onda,2,10,Não,,Público,Partilhado com Micromobilidade,Interface Transportes,,,,8d6656a0-f83d-4536-a71b-d146904585a1,-1020450.24296982,4684549.37600783
14839,140,140,Largo dos Caminhos de Ferro,Entrada Estação Santa Apolónia,São Vicente,Passeio,BICICLETA,Sheffield estreito,5,10,Não,,Privado,Interdito Micromobilidade,Interface Transportes,,,,d23be970-f02d-4260-94f8-b4d90d7e2538,-1015610.63291848,4680735.91948602
14840,142,142,Campus de Campolide,"Universidade Nova de Lisboa, no interior do campus de Campolide, ao lado da portaria",Campolide,Passeio,BICICLETA,Sheffield standard,13,26,Não,0,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Superior,DEPM,,,b65e903e-2df8-4a5d-ab36-0febfb2b7bb2,-1019730.86186457,4683719.00226783
14841,143,143,"Rua Dom Luís I, 43","IADE, na empena norte do edifício",Misericórdia,Passeio,BICICLETA,Sheffield estreito,2,4,Não,,Público,Partilhado com Micromobilidade,Equipamento Ensino - Ensino Superior,,,,6e1d1063-a8d8-4062-b37a-ca09eaaabaa4,-1018848.92119134,4679856.3724221
14842,144,144,Rua Dr. Eduardo Neves,"Estação de Entrecampos, debaixo da cobertura da estação",Avenidas Novas,Passeio,BICICLETA,Sheffield estreito,3,6,Sim,0,Público,Partilhado com Micromobilidade,Interface Transportes,DEPM,,,4e8123f8-fe42-4fd2-9bbb-2e436c797888,-1018441.54455937,4685086.29199028
14843,145,145,"Rua Abranches Ferrão, 9",Entrada Loja do cidadão,São Domingos de Benfica,Passeio,BICICLETA,Sheffield estreito,3,6,Não,,Público,Partilhado com Micromobilidade,Equipamento Adm. Pública - Loja Cidadão,,,,33ead3aa-d734-43f0-afbd-232fd0a7c0f1,-1021014.69556151,4686027.23769559
14844,2086,2086,"Rua Nova do Calhariz, 46",Junto ao estacionamento longitudinal,Ajuda,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,4/17/2023 12:00:00 AM,HOTSPOT VIRTUAL,2106abd2-ef83-4b8c-93bb-68edd3b5bb12,-1023867.30688349,4679068.74262246
14845,147,147,Avenida Frei Miguel Contreiras,Por baixo da ponte pedonal,Alvalade,Passeio,BICICLETA,Onda,1,5,Não,0,Público,Partilhado com Micromobilidade,,DEP,,,0c857819-25ad-4ca1-9672-b5904f03eda7,-1016586.6375393,4685366.73547285
14846,148,148,Metro Campo Grande,Debaixo das escadas de acesso entrada norte do metro,Lumiar,Passeio,BICICLETA,Sheffield estreito,6,12,Não,,Público,Partilhado com Micromobilidade,Estação Metro,,,,d7ca61e7-78ba-4c93-abb6-f6d2cff5a8f5,-1019450.09629159,4687419.65463322
14847,150,150,Rua Dr. Eduardo Neves,"Estação de Entrecampos, debaixo da cobertura da estação",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,5,10,Sim,0,Público,Partilhado com Micromobilidade,Interface Transportes,,,,a8d45ebd-94e9-48cb-a2ce-019e14542c1a,-1018394.44015955,4685111.67351897
14848,151,151,Avenida da República,"Estação de Entrecampos, junto à ciclovia",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Sim,0,Público,Partilhado com Micromobilidade,Interface Transportes,,,,8275657b-6488-4b63-9d96-a7d4ee9ff3ee,-1018313.58370654,4685152.37412517
14849,152,152,"Campo Grande, 27",,Alvalade,Via,BICICLETA,Sheffield standard,4,8,Não,0,Público,Partilhado com Micromobilidade,,DEPM,,,697995d1-f98e-448f-95b9-ca0f5beff68a,-1018574.60653477,4685892.59871114
14850,153,153,"Avenida Brasília, DGRM","DGRM, entrada",Belém,Passeio,BICICLETA,Grelha,5,10,Não,0,Público,Partilhado com Micromobilidade,Equipamento Adm. Pública - DGRM,DEPM,,,971c9573-03b9-49e0-b7b6-52cd30b7deac,-1026956.70807811,4678240.43539011
14851,154,154,Praça Afonso de Albuquerque,Lateral WC público,Belém,Passeio,BICICLETA,Entorta rodas,1,10,Não,0,Público,Partilhado com Micromobilidade,,,,,c64c0707-d057-480a-93c2-646360a6c2e1,-1024073.62814596,4678387.40381997
14852,155,155,Estrada de Montes Claros,,Ajuda,Via,BICICLETA,Grelha,1,4,Não,0,Público,Partilhado com Micromobilidade,,,,,6e22248c-29da-4d24-80a2-cb301591c326,-1024313.91392991,4681337.64743175
14853,156,156,Jardim Fernando Pessa,"Fórum Lisboa, entrada jardim",Areeiro,Passeio,BICICLETA,Onda,1,5,Não,,Privado,Interdito Micromobilidade,Equipamento Lazer - Jardim,,,,eb4b57b4-2885-452a-822a-8a3191b98e12,-1017246.34848195,4684977.44586189
14854,157,157,Avenida da Peregrinação,Cruzamento com Passeio da Vila Expo,Parque das Nações,Passeio,BICICLETA,Cascata,1,6,Não,0,Público,Partilhado com Micromobilidade,,DEPM,,,88a48dd9-3374-4292-936c-2622c9f25d1f,-1012531.66452831,4690530.35098298
14855,158,158,Avenida Aquilino Ribeiro Machado,Lateral norte da Gare do Oriente,Parque das Nações,Passeio,BICICLETA,Cascata,1,12,Sim,0,Público,Partilhado com Micromobilidade,Interface Transportes,,,,0f54bc1e-0f2a-4a21-9bf2-0c43c1f2150e,-1012894.98243091,4688596.67516574
14856,159,159,Avenida Aquilino Ribeiro Machado,Lateral norte da Gare do Oriente,Parque das Nações,Passeio,BICICLETA,Cascata,1,12,Sim,0,Público,Partilhado com Micromobilidade,Interface Transportes,,,,e95f0068-296a-42b0-9a3e-8cf0743cb3e6,-1012922.64259043,4688596.55348899
14857,160,160,Avenida de Berlim,Lateral sul da Gare do Oriente,Parque das Nações,Passeio,BICICLETA,Cascata,1,12,Sim,0,Público,Partilhado com Micromobilidade,Interface Transportes,,,,f4164744-2644-4248-87fe-6af52210f065,-1012880.46860908,4688342.04215592
14858,161,161,Avenida de Berlim,Lateral sul da Gare do Oriente,Parque das Nações,Passeio,BICICLETA,Cascata,1,20,Sim,0,Público,Partilhado com Micromobilidade,Interface Transportes,,,,92bcab49-140e-45ab-bdbd-c9f3fd621911,-1012910.70416434,4688344.4753935
14859,162,162,Avenida de Berlim,Lateral sul da Gare do Oriente,Parque das Nações,Passeio,BICICLETA,Cascata,1,12,Sim,0,Público,Partilhado com Micromobilidade,Interface Transportes,,,,2448625b-4ca5-4c81-b41b-37780b428577,-1012936.81378677,4688346.00420293
14860,163,163,Alameda dos Oceanos,Cruzamento com Avenida do Pacífico,Parque das Nações,Passeio,BICICLETA,Cascata,1,8,Não,0,Público,Partilhado com Micromobilidade,,DEPM,,,84f3fb74-8985-4bd7-acb7-5bc676563537,-1012572.22160078,4688281.25304789
14861,164,164,Rua do Pólo Sul,Traseiras do Casino de Lisboa,Parque das Nações,Passeio,BICICLETA,Sheffield standard,7,14,Não,0,Público,Partilhado com Micromobilidade,,DEPM,,,b4a21d4c-c056-4d9f-b73c-a3dbc8d5af02,-1012675.15561487,4688047.27816917
14862,165,165,"Boqueirão do Duro, 46",,Misericórdia,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,0,Público,Partilhado com Micromobilidade,,,,,ee43be78-a2c5-4529-8b9b-699036ee0c63,-1018737.9850289,4679999.66261074
14863,167,167,"Avenida Praia da Vitória, 35B",Último lugar de estacionamento após estacionamento motociclos,Arroios,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,0,Público,Partilhado com Micromobilidade,,,,,3e5f78c1-b8b5-49f8-99f7-6ef2fbb4188a,-1017833.02147824,4683628.93744299
14864,168,168,Rua de Pascoal de Melo,Jardim Constantino,Arroios,Via,BICICLETA,Sheffield standard,4,8,Não,7,Público,Partilhado com Micromobilidade,,,,,77ceb040-085b-4105-aacb-31d5a377d8af,-1017131.07697363,4683259.59100682
14865,169,169,"Avenida Praia da Vitória, 1B",Penúltimo lugar de estacionamento antes lugar de  motociclos,Arroios,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,,Público,Partilhado com Micromobilidade,,,,,2f3c652b-cbe6-48c8-bf17-ae3c66da1bfa,-1017643.25569873,4683664.01435365
14866,170,170,Passeio de Neptuno,Traseiras da Rua das Musas 22,Parque das Nações,Passeio,BICICLETA,Cascata,1,8,Não,0,Público,Partilhado com Micromobilidade,,DEPM,,,d8ebff0e-6e1d-4d13-9c28-c37e962c9b4e,-1012314.1102396,4686936.4273039
14867,171,171,Passeio de Neptuno,Traseiras da Rua das Musas 16,Parque das Nações,Passeio,BICICLETA,Cascata,1,8,Não,0,Público,Partilhado com Micromobilidade,,DEPM,,,0776836b-158b-42f1-8257-b6102f34b5c1,-1012336.29203752,4686806.85003368
14868,172,172,"Rua Gaivotas em Terra, Escola","Escola EB JI Parque das Nações, no exterior, próximo do portão de entrada nascente",Parque das Nações,Passeio,BICICLETA,Cascata,1,8,Não,0,Público,Partilhado com Micromobilidade,Equipamento Ensino,DEPM,,,07240e78-56d2-44b2-acaa-7fe956b63507,-1012674.48119898,4686611.68024598
14869,175,175,Eixo Central,"Entre Avenida Carlos Paredes e Avenida Nuno Krus Abecassis, do lado nascente do Eixo Central",Lumiar,Passeio,BICICLETA,Onda,3,15,Não,0,Público,Partilhado com Micromobilidade,,,5/18/2013 12:00:00 AM,,0ec2a675-bd2b-455e-918d-ccf484505c0b,-1018256.87422739,4689777.83329362
14870,176,176,Eixo Central,"Entre Avenida Nuno Krus Abecassis e Avenida Carlos Paredes, do lado poente do Eixo Central",Lumiar,Passeio,BICICLETA,Onda,3,15,Não,0,Público,Partilhado com Micromobilidade,,,5/18/2013 12:00:00 AM,,36304cfa-9c5d-4871-90d3-b8d1cc852f7d,-1018283.72550471,4689786.4205284
14871,177,177,Eixo Central,"Entre Avenida Nuno Krus Abecassis e Avenida Carlos Paredes, do lado poente do Eixo Central",Lumiar,Passeio,BICICLETA,Onda,3,15,Não,0,Público,Partilhado com Micromobilidade,,,5/18/2013 12:00:00 AM,,6fe4c1ed-7874-4f4e-ad4c-818b92f90479,-1018322.70071062,4689664.04024913
14872,178,178,Eixo Central,"Entre Avenida Carlos Paredes e Avenida Nuno Krus Abecassis, do lado nascente do Eixo Central",Lumiar,Passeio,BICICLETA,Onda,3,15,Não,0,Público,Partilhado com Micromobilidade,,,5/18/2013 12:00:00 AM,,1712850d-f125-4c9a-827c-e0c6828f1c1e,-1018295.84972551,4689655.45321449
14873,179,179,Eixo Central,"Entre Avenida Carlos Paredes e Avenida Nuno Krus Abecassis, do lado nascente do Eixo Central",Lumiar,Passeio,BICICLETA,Onda,3,15,Não,0,Público,Partilhado com Micromobilidade,,,5/18/2013 12:00:00 AM,,ef0cdbc1-9710-4f96-93ff-e5fa094411b3,-1018329.64727288,4689549.33019084
14874,180,180,Eixo Central,"Entre Avenida Nuno Krus Abecassis e Avenida Carlos Paredes, do lado poente do Eixo Central",Lumiar,Passeio,BICICLETA,Onda,3,15,Não,0,Público,Partilhado com Micromobilidade,,,5/18/2013 12:00:00 AM,,15953852-69cf-4527-8c0d-5b5a1923f1bf,-1018356.4980046,4689557.91705193
14875,181,181,Eixo Central,"Entre Rotunda Coronel Vítor Alves e Avenida Carlos Paredes, do lado nascente do Eixo Central",Lumiar,Passeio,BICICLETA,Onda,3,15,Não,0,Público,Partilhado com Micromobilidade,,,5/18/2013 12:00:00 AM,,d12c4c0a-4b7e-44b2-bcf2-8e14e807527b,-1018394.9289405,4689344.54666811
14876,182,182,Eixo Central,"Entre Avenida Carlos Paredes e Rotunda Coronel Vítor Alves, do lado poente do Eixo Central",Lumiar,Passeio,BICICLETA,Onda,3,15,Não,0,Público,Partilhado com Micromobilidade,,,5/18/2013 12:00:00 AM,,5df87f20-3cac-42a0-92f0-213229d9f836,-1018421.77918332,4689353.13319414
14877,383,383,"Avenida dos Defensores de Chaves, 23",No primeiro lugar de estacionamento oblíquo na placa central,Arroios,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,,Público,Partilhado com Micromobilidade,,DEPM,5/14/2019 12:00:00 AM,,f95bf6e3-d22c-4a7b-9d7a-08c2bac5e860,-1017824.19052667,4683729.75128995
14878,384,384,"Avenida dos Defensores de Chaves, 12 ","No primeiro lugar de estacionamento oblíquo na placa central, em frente ao Continente",Arroios,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,,Público,Partilhado com Micromobilidade,Equipamento Comercial - Supermercado,DEPM,5/14/2019 12:00:00 AM,,cc2791bc-7984-47cd-aac8-5cce86c6669f,-1017791.18300048,4683555.5701013
14879,385,385,"Avenida dos Defensores de Chaves, 45","Lugar de estacionamento longitudinal junto aos edifícios, antes da entrada/saída de garagem",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,,Público,Partilhado com Micromobilidade,,DEPM,5/6/2019 12:00:00 AM,,2a340b65-defc-416c-afa5-3c8862be3b45,-1017896.20319965,4684046.78342734
