OBJECTID,COD_SIG,COD_SIG_ESTACIONAMENTO,MORADA,MORADA_DETALHE,FREGUESIA,LOCALIZACAO,TIPO_ESTACIONAMENTO,MODELO,NUM_SUPORTES,CAPACIDADE,COBERTO,BALIZADORES,DOMINIALIDADE,ESTACIONAMENTO_ESTADO,EQUIPAMENTO_SERVIDO,FONTE_LEVANTAMENTO,DATA_INSTALACAO,OBS,GlobalID,x,y
15976,1482,1482,Praça Francisco Sá Carneiro,No topo da saída A3 da estação de Metro Areeiro,Areeiro,Passeio,BICICLETA,Sheffield standard,5,10,Não,0,Público,Partilhado com Micromobilidade,Estação Metro,Metro,5/31/2021 12:00:00 AM,,57ba9a73-5e39-46f0-a33f-9fa623f6620b,-1016691.50056365,4684766.08451841
15977,1483,1483,Rua Interior ao Aeroporto da Portela,Na lateral da saída A3 da estação do Metro Aeroporto,Olivais,Passeio,BICICLETA,Sheffield standard,5,10,Não,0,Público,Partilhado com Micromobilidade,Estação Metro,Metro,6/22/2021 12:00:00 AM,,64b93f6e-5c85-4823-b1ba-13ae8744a8d5,-1016124.52334976,4688589.67778575
15978,1484,1484,Estrada Militar,"Estação Metro da Pontinha, na esquina Nordeste da saída A1",Carnide,Passeio,BICICLETA,Sheffield standard,5,10,Não,0,Público,Partilhado com Micromobilidade,Estação Metro,Metro,6/9/2021 12:00:00 AM,,9222b957-869c-45ce-affc-e2387219681a,-1023768.2199268,4687699.59514028
15979,1485,1485,Avenida Professor Gama Pinto,No topo da saída A2 da estação de Metro Cidade Universitária,Alvalade,Passeio,BICICLETA,Sheffield standard,5,10,Não,0,Público,Partilhado com Micromobilidade,Estação Metro,Metro,6/9/2021 12:00:00 AM,,399c75d6-5eb9-4fe8-9228-1c95140994ce,-1019579.73632998,4686058.38008064
15980,1486,1486,Avenida da República,"Estação de Entrecampos, no topo da saída A7 da estação de Metro Entrecampos",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,5,10,Não,0,Público,Partilhado com Micromobilidade,Estação Metro,Metro,6/22/2021 12:00:00 AM,,9858530d-51ce-45d8-b2ef-ca50f860395b,-1018349.36000712,4685238.96491812
15981,1487,1487,"Avenida Infante Dom Henrique, Estação","Estação Sul e Sueste, no topo da saída A2 da estação de Metro Terreiro do Paço",Santa Maria Maior,Passeio,BICICLETA,Sheffield standard,5,10,Não,0,Público,Partilhado com Micromobilidade,Estação Metro,Metro,6/22/2021 12:00:00 AM,,c20888bf-def3-4784-b821-ce7ee8852c58,-1016891.59032866,4679741.56932747
15982,1488,1488,"Avenida Afonso Costa, 6",Logo após abrigo paragem autocarro,Areeiro,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,2,Público,Partilhado com Micromobilidade,,DEPM,7/1/2021 12:00:00 AM,,5e2d6c75-5036-438c-a8b1-f17add33fef0,-1016550.84162335,4684773.08944559
15983,1489,1489,"Avenida Afonso Costa, 10",No primeiro lugar em espinha do parque de estacionamento,Areeiro,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,2,Público,Partilhado com Micromobilidade,,DEPM,7/1/2021 12:00:00 AM,,c6596e8b-35a1-4e89-8954-4bede4da0e63,-1016434.18335405,4684756.88135684
15984,1490,1490,"Rua Primeiro de Maio a Alcântara, 52","Zona de parque de estacionamento, junto ao passeio",Alcântara,Via,BICICLETA,Sheffield standard,5,10,Não,0,Público,Partilhado com Micromobilidade,,DEPM,7/5/2021 12:00:00 AM,,e3258420-4032-41a4-8131-1390cf7f59f1,-1021847.03795985,4679309.08820844
15985,354,354,"Avenida Barbosa du Bocage, 27","Primeiro lugar de estacionamento longitudinal na placa central, após cruzamento com Avenida dos Defensores de Chaves",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,,Público,Partilhado com Micromobilidade,,DEPM,5/6/2019 12:00:00 AM,,fa7dd8c7-b5ef-4188-a27e-11bd343a21dd,-1017956.87321345,4684582.91263649
15986,199,199,"Rua Fernão Mendes Pinto,19",USF Descobertas,Belém,Passeio,BICICLETA,Sheffield standard,6,12,Não,0,Público,Partilhado com Micromobilidade,Equipamento Saúde - USF,DEPM,2/1/2021 12:00:00 AM,,79a3008e-0747-4808-9069-d374b5411c9f,-1026447.8342635,4678137.35320272
15987,1493,1493,Rua Pedro de Azevedo,Lugar de estacionamento junto ao edifício que alberga a Ciclo Oficina de Marvila,Marvila,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,2,Público,Partilhado com Micromobilidade,Equipamento Social - Associação,Munícipe,6/24/2021 12:00:00 AM,,bb558b84-082c-4192-aafc-9583da4d7b16,-1013867.63857806,4685152.61394136
15988,1494,1494,"Rua do Salitre, 201","Primeiro lugar de estacionamento, após ecoponto",Santo António,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,2,Público,Partilhado com Micromobilidade,,DEPM,2/4/2021 12:00:00 AM,,ed93b982-d6b0-4eed-a4ab-286589572776,-1019016.67912925,4681640.79862722
15989,1495,1495,"Rua Morais Soares, 35A","Lugar de estacionamento em frente loja BK e Alfacicla
",Penha de França,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,3,11,Não,,Público,Partilhado com Micromobilidade,,Munícipe,7/5/2021 12:00:00 AM,,2aba3bd4-c050-40ab-9af5-e12f28a303b6,-1015911.16341583,4683188.5329965
15990,1496,1496,Rua Prof. Fernando da Fonseca,"Holmes Place Alvalade (estádio Alvalade XXI), no passeio na continuidade da zona e tomada e largada de passageiros  entre caixa e a luminária)",Lumiar,Passeio,BICICLETA,Sheffield standard,3,6,Não,0,Público,Partilhado com Micromobilidade,Equipamento Desportivo - Estádio,Rede Ciclável - Pop Up,7/5/2021 12:00:00 AM,,b73a8a0e-1630-4c92-a108-bd98f30bfdf6,-1019802.2622631,4687706.26579972
15991,1497,1497,"Rua António Stromp, 10",Último lugar de estacionamento antes passadeira,Lumiar,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,,Público,Partilhado com Micromobilidade,,Rede Ciclável - Pop Up,7/5/2021 12:00:00 AM,,1509ab9a-61e7-4a8d-a6c3-d787d24b91d7,-1019451.20150453,4687937.71644683
15992,1498,1498,Rua Francisco Stromp,"Pavilhão João Rocha, entrada da loja Verde, no lugar de estacionamento isolado após lugares de tomada e largada de passageiros",Lumiar,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,,Público,Partilhado com Micromobilidade,Equipamento Desportivo - Pavilhão,Rede Ciclável - Pop Up,7/5/2021 12:00:00 AM,,5e1a3085-a08c-4d9d-8ceb-e0c78b7fea02,-1019578.30307483,4687896.01513444
15993,1499,1499,"Rua Bispo de Cochim, 1",Em frente à farmácia ,Penha de França,Via,BICICLETA,Entorta rodas,1,5,Não,0,Público,Partilhado com Micromobilidade,Equipamento Saúde - Farmácia,DEPM,,,87441ced-1d5f-4f60-8bf4-648f11d11211,-1014402.86725406,4682281.46713443
15994,1500,1500,"Rua Jorge de Sena, 3E",Junto Canteiro,Santa Clara,Passeio,BICICLETA,Sheffield standard,4,8,Não,0,Público,Partilhado com Micromobilidade,,DEPM,4/1/2021 12:00:00 AM,,9650ebea-5897-428a-b30b-361ba6b01081,-1019841.49296674,4690075.19957643
15995,1501,1501,"Rua Vitorino Nemésio, 3",Junto edifício,Santa Clara,Passeio,BICICLETA,Sheffield standard,4,8,Não,0,Público,Partilhado com Micromobilidade,,DEPM,4/1/2021 12:00:00 AM,,87923a6f-2202-4056-a7c7-81d05aaaee61,-1019739.01662767,4690402.66843953
15996,1502,1502,"Largo do Ministro, 1","Junta de Freguesia de Santa Clara, junto ao muro",Santa Clara,Passeio,BICICLETA,Sheffield standard,2,4,Não,0,Público,Partilhado com Micromobilidade,Equipamento Adm. Pública - Junta Freguesia,DEPM,4/1/2021 12:00:00 AM,,29aacd67-b032-4558-807c-aafe86504808,-1019624.30651468,4690568.61403447
15997,1503,1503,"Largo do Ministro, 7","Colégio Santa Cecília, no exterior",Santa Clara,Passeio,BICICLETA,Sheffield standard,4,8,Não,0,Público,Partilhado com Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,4/1/2021 12:00:00 AM,,d3f61cb3-7206-4abd-b371-5dc2dae7d2d4,-1019615.69972489,4690546.18923926
15998,1504,1504,Largo da Boa-Hora,Junto ao varandim,Santa Maria Maior,Passeio,BICICLETA,Sheffield standard,6,12,Não,0,Público,Interdito Micromobilidade,,DEPM,8/13/2021 12:00:00 AM,,0127d731-70e8-4840-9443-aab3b08b9209,-1017371.949182,4680188.37907518
15999,1505,1505,"Rua Professor Eduardo Araújo Coelho, 3B",No interior do parque de estacionamento subterrâneo da EMEL,Lumiar,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,13,13,Sim,0,Público,Interdito Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,8e7e69f1-5005-414b-84d9-d3c175d6e3ca,-1020234.04854303,4687510.89035694
16000,1506,1506,"Rua Prof. Vieira de Almeida, 4",No interior do parque de estacionamento subterrâneo da EMEL,Lumiar,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,13,13,Sim,0,Público,Interdito Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,339d3bd3-d9ff-4f9a-a5b3-4c9448769334,-1020426.18035459,4687504.91949512
16001,1507,1507,Avenida Machado Santos,No interior do parque de estacionamento subterrâneo da EMEL,São Domingos de Benfica,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,11,11,Sim,0,Público,Interdito Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,1734e4e8-bbed-44ca-b2bb-d7abe8304f5e,-1022150.36882518,4686443.18219052
16002,1508,1508,"Rua João Chagas, 3",No interior do parque de estacionamento subterrâneo da EMEL,São Domingos de Benfica,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,30,30,Sim,0,Público,Interdito Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,acd941f2-22d7-453c-80f9-41d1a95ed085,-1021684.21453121,4685616.69832133
16003,1509,1509,Rua Teixeira de Pascoais,No interior do parque de estacionamento subterrâneo da EMEL,Alvalade,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,13,13,Sim,0,Público,Interdito Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,70e99bb0-b68a-4f68-a95e-d4d02a11fea6,-1017003.29374736,4685393.81903656
16004,1510,1510,Rua Soeiro Pereira Gomes,No interior do parque de estacionamento subterrâneo da EMEL,Avenidas Novas,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,16,16,Sim,0,Público,Interdito Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,ac91bfca-ee8d-469d-8aac-e92c1fdea639,-1019691.71180406,4685146.62371174
16005,1511,1511,Rua Manuel Gouveia,No interior do parque de estacionamento subterrâneo da EMEL,Areeiro,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,42,42,Sim,0,Público,Interdito Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,6a1e1e4b-b436-47fb-8597-546758d4e222,-1016440.34726411,4685136.12517776
16006,1512,1512,Rua João da Silva,No interior do parque de estacionamento subterrâneo da EMEL,Areeiro,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,13,13,Sim,0,Público,Interdito Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,1b61ad23-852b-4999-9e87-4daaacbfb757,-1016232.22668545,4684853.85513301
16007,1513,1513,Rua da Verónica,No interior do parque de estacionamento subterrâneo da EMEL,São Vicente,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,7,7,Sim,0,Público,Interdito Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,a4bc640a-edeb-4bcb-8bcf-1807e3f74d92,-1016269.5097825,4681180.79282416
16008,1514,1514,Calçada do Marquês de Tancos,No interior do parque de estacionamento subterrâneo da EMEL,Santa Maria Maior,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,9,9,Sim,0,Público,Interdito Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,c986b923-cd1d-4ad2-b1ce-b51de806f6da,-1016911.71863297,4680540.34544669
16009,1516,1516,Rua Sousa Pinto,No interior do parque de estacionamento subterrâneo da EMEL,Santo António,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,20,20,Sim,0,Público,Interdito Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,7a4f2d6b-34bd-4403-928e-46c0158ced27,-1019427.3702674,4682253.15787497
16010,1517,1517,"Rua Correia Teles, 103",No interior do parque de estacionamento subterrâneo da EMEL,Campo de Ourique,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,29,29,Sim,0,Público,Interdito Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,0dc2f198-b0b0-4da4-a5fc-8f2ed12ad0ff,-1020879.83756865,4681454.52929744
16011,1518,1518,"Rua de Ponta Delgada, 68",Na esquina do passeio,Arroios,Passeio,BICICLETA,Sheffield standard,3,6,Não,0,Público,Partilhado com Micromobilidade,,DEPM,,,c993849b-c48d-4fc4-b743-57cf97f61b60,-1017199.15743114,4683552.56840017
16012,1519,1519,"Largo Doutor António Viana, 1","No passeio, junto a canteiro, atrás de um lugar de estacionamento automóvel",Campo de Ourique,Passeio,BICICLETA,Sheffield standard,5,10,Não,0,Público,Partilhado com Micromobilidade,,DEPM,4/1/2022 12:00:00 AM,,31427489-ef98-45ea-85b1-98d642fe581e,-1019941.7774822,4681366.06644881
16013,1520,1520,"Rua Silva Carvalho, 54",Lugar após estacionamento de motociclos,Campo de Ourique,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,0,Público,Partilhado com Micromobilidade,,DEPM,,,abf5b4c8-7410-4181-ba58-64d81724102d,-1019940.45974061,4681398.17973729
16014,1521,1521,Rua da Centieira,Cruzamento com Avenida de Berlim,Parque das Nações,Passeio,BICICLETA,Sheffield standard,27,54,Não,0,Público,Partilhado com Micromobilidade,,DEPM,,,c35912af-87bb-4b03-a389-9831767e00d0,-1012980.31140181,4688294.01378054
16015,1522,1522,Praça das Novas Nações,Lugar de estacionamento ao lado do lugar de motociclos ,Arroios,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,,Público,Partilhado com Micromobilidade,,DEPM,8/24/2021 12:00:00 AM,,d22b491e-432f-4026-83c4-7732f5a2c0bc,-1016669.9281733,4682523.46888591
16016,1523,1523,"Avenida Engenheiro Arantes e Oliveira, 24","No separador central, junto ao canteiro e dentro da zona delimitada balizadores",Areeiro,Via,BICICLETA,Sheffield standard,2,4,Não,,Público,Partilhado com Micromobilidade,,Munícipe,8/24/2021 12:00:00 AM,,7cbfab70-5de9-435e-b4e5-8ea903a0d972,-1015722.49526637,4684653.0022383
16017,1524,1524,Rua Prof. Simões Raposo 13C,Último lugar de estacionamento,Lumiar,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,,Público,Partilhado com Micromobilidade,,Munícipe,8/24/2021 12:00:00 AM,,f2043b7f-8ba7-405f-a03e-d63de3fddb4e,-1021243.01014535,4687649.45465091
16018,1525,1525,"Avenida São João de Deus, 1",,Areeiro,Via,BICICLETA,Sheffield standard,4,8,Não,,Público,Partilhado com Micromobilidade,,DEPM,8/24/2021 12:00:00 AM,,f82fac33-afb0-4196-b342-19d3aaab1ac2,-1016615.03955459,4685295.51279274
16019,1526,1526,"Praça Afrânio Peixoto, 13","Espaço entre lugares de estacionamento automóvel, em frente à caldeira. ",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,0,Público,Partilhado com Micromobilidade,,DEPM,8/24/2021 12:00:00 AM,,581d7a0d-a039-480d-963e-ac705cd8a210,-1017090.1760385,4685193.83595023
16020,1527,1527,"Praça Afrânio Peixoto, 8","Espaço entre lugares de estacionamento automóvel, em frente à caldeira. ",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,0,Público,Partilhado com Micromobilidade,,DEPM,8/24/2021 12:00:00 AM,,03cf7ca9-1b3f-4787-8152-7ef2c09bc725,-1017043.02235055,4685135.12719375
16021,1528,1528,"Praça Afrânio Peixoto, 2","Espaço entre lugares de estacionamento automóvel, em frente à caldeira. ",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,0,Público,Partilhado com Micromobilidade,,DEPM,8/24/2021 12:00:00 AM,,e2eeecab-3821-458c-99c5-4d8f02ba1a10,-1016999.53622499,4685199.98657079
16022,1529,1529,Rua Oliveira Cadornega,"Clube Futebol de Chelas, antes das escadas, no recanto",Marvila,Via,BICICLETA,Sheffield standard,3,6,Não,,Público,Partilhado com Micromobilidade,Equipamento Desportivo - Campo Desportivo,DEPM,8/24/2021 12:00:00 AM,,22c0ca79-4806-4dc8-8053-f1d8e50bdf10,-1014085.83102237,4686482.52292153
16023,1530,1530,"Praça Afrânio Peixoto, 15","Espaço entre lugares de estacionamento automóvel, em frente à caldeira. ",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,0,Público,Partilhado com Micromobilidade,,Junta Freguesia,8/24/2021 12:00:00 AM,,3d0c110f-f681-4b04-bdae-4de6ec53ba41,-1017091.83350128,4685243.49496212
16024,1531,1531,"Praça Afrânio Peixoto, 14","Espaço entre lugares de estacionamento automóvel, em frente à caldeira. ",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,0,Público,Partilhado com Micromobilidade,,Junta Freguesia,8/24/2021 12:00:00 AM,,036581a3-8433-44bd-aa41-c1bfb0cd7507,-1017090.01693456,4685211.32583315
16025,1532,1532,"Praça Afrânio Peixoto, 11","Espaço entre lugares de estacionamento automóvel, em frente à caldeira. ",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,0,Público,Partilhado com Micromobilidade,,Junta Freguesia,8/24/2021 12:00:00 AM,,dea9f9a2-76ec-48fd-a3e7-60f9719b4319,-1017083.05718819,4685155.85433396
16026,1533,1533,"Praça Afrânio Peixoto, 7","Espaço entre lugares de estacionamento automóvel, em frente à caldeira. ",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,0,Público,Partilhado com Micromobilidade,,Junta Freguesia,8/24/2021 12:00:00 AM,,ca3daf0b-6bc4-420a-a200-df5b5e218ec2,-1017030.63743266,4685136.8206629
16027,1534,1534,"Praça Afrânio Peixoto, 4","Espaço entre lugares de estacionamento automóvel, em frente à caldeira. ",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,0,Público,Partilhado com Micromobilidade,,Junta Freguesia,8/24/2021 12:00:00 AM,,46c6401a-343b-4fe9-bd1b-2601bf23d3de,-1017001.51376166,4685163.84296196
16028,1535,1535,"Praça Afrânio Peixoto, 2A","Espaço entre lugares de estacionamento automóvel, em frente à caldeira. ",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,0,Público,Partilhado com Micromobilidade,,Junta Freguesia,8/24/2021 12:00:00 AM,,1f91ff77-bd25-4407-8301-308a5e23d6a5,-1017000.53550215,4685214.15554846
16029,1536,1536,"Praça Afrânio Peixoto, 1",,Areeiro,Passeio,BICICLETA,Sheffield standard,1,2,Não,0,Público,Partilhado com Micromobilidade,,Junta Freguesia,8/24/2021 12:00:00 AM,,0a91ca69-85d4-49c5-9676-33a73cc77b9a,-1017002.20705839,4685237.85907049
16030,1537,1537,Avenida Professor Egas Moniz,"Pavilhão 1 do Estádio Universitário de Lisboa, no exterior",Alvalade,Passeio,BICICLETA,Entorta rodas,1,9,Não,0,Público,Partilhado com Micromobilidade,Equipamento Ensino - Ensino Superior,DEPM,,,503658b5-5cdb-4b29-9a3d-d206bb2a05de,-1020167.36376141,4686019.16113636
16031,530,530,Rua da Verónica,"No interior do parque de estacionamento subterrâneo da EMEL, em frente à cabine do operador, junto ao lugar de motociclos",São Vicente,Passeio,BICICLETA,Sheffield standard,3,6,Sim,,Público,Interdito Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,87b04870-1835-4f44-adec-2eb56ffd4809,-1016259.64345561,4681181.04887595
16032,1539,1539,Rua Sousa Pinto,"No interior do parque de estacionamento subterrâneo da EMEL, em frente ao BICIPARK",Santo António,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Sim,,Privado,Interdito Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,e008997e-4b16-4f29-a309-afefc15c353c,-1019419.04996038,4682258.68843822
16033,1540,1540,Rua Manuel Gouveia,"No interior do parque de estacionamento subterrâneo da EMEL, junto ao BICIPARK",Areeiro,Lugar estacionamento motociclo,BICICLETA,Sheffield standard,6,12,Sim,0,Público,Partilhado com Micromobilidade,,EMEL,9/1/2021 12:00:00 AM,,005d72ae-bd37-4057-8480-818c0ac115df,-1016389.65688418,4685241.96335656
16034,1541,1541,"Rua Correia Teles, 103","No interior do parque de estacionamento subterrâneo da EMEL, junto às escadas",Campo de Ourique,Passeio,BICICLETA,Sheffield standard,2,4,Sim,,Público,Partilhado com Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,b68b4d45-caac-4d0f-93a9-7f1756b28bc1,-1020887.03254038,4681423.48987406
16035,1542,1542,Rua João da Silva,"No interior do parque de estacionamento subterrâneo da EMEL, em frente à cabine do operador, junto ao BICIPARK",Areeiro,Passeio,BICICLETA,Sheffield standard,4,8,Sim,,Privado,Interdito Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,c939e7bb-4784-450a-b580-ff6af291c97e,-1016227.30039012,4684853.16739005
16036,1543,1543,"Calçada dos Barbadinhos, 114E",Após recorte de estacionamento automóvel,São Vicente,Passeio,BICICLETA,Sheffield standard,2,4,Não,0,Público,Partilhado com Micromobilidade,,CDC,4/1/2022 12:00:00 AM,,19db8b68-40a7-44e8-bf14-a831362f3fdb,-1015630.43086473,4681807.04349033
16037,1544,1544,"Rua Conde de Sabugosa, 25A",Último lugar de estacionamento em frente ao Pingo Doce (mais estreito),Alvalade,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,2,4,Não,2,Público,Partilhado com Micromobilidade,Equipamento Comercial - Supermercado,DEPM,9/22/2021 12:00:00 AM,,0443c33b-3c08-45e3-9b8c-2d058e0073c6,-1017493.81075289,4685650.93996673
16038,1545,1545,Doca do Jardim do Tabaco,"Heden, na empena do edifício",Santa Maria Maior,Passeio,BICICLETA,Sheffield standard,6,12,Não,0,Público,Partilhado com Micromobilidade,,DEPM,,,21657d31-d658-490c-9e2c-7595db2229c3,-1015683.67263823,4680475.05264501
16039,1547,1547,Rua Jorge Dias,Próximo do parque canino,Belém,Passeio,BICICLETA,Sheffield estreito,4,8,Não,0,Público,Partilhado com Micromobilidade,,DEPM,,,cbd93e9c-00e4-4ccd-89d0-78edb7f73a38,-1024805.15499618,4679735.15044787
16040,1548,1548,Rua do Arco do Marquês de Alegrete,Próximo do cruzamento com Rua João das Regras,Santa Maria Maior,Via,HOTSPOT,Sheffield standard,4,13,Não,,Público,Partilhado com Micromobilidade,,DEPM,10/1/2021 12:00:00 AM,,48f0ac31-bc9b-429d-919c-101124fe2350,-1017061.85060188,4680859.47867799
16041,1549,1549,Rua Silva e Albuquerque,"Complexo de Piscinas do Parque de Jogos 1º de Maio, próximo do cruzamento com Avenida Rio de Janeiro, no último lugar antes da passadeira",Alvalade,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,6,Público,Partilhado com Micromobilidade,,DEPM,10/1/2021 12:00:00 AM,,11d5134a-d007-41f1-b621-d871133066ac,-1017195.94145899,4685918.48427788
16042,1550,1550,"Rua Silva e Albuquerque, 25",,Alvalade,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,5,Público,Partilhado com Micromobilidade,,DEPM,10/10/2021 12:00:00 AM,,7d61ee06-6f4e-45a8-a22c-3077a5a71314,-1017641.63869784,4686022.09604735
16043,1551,1551,Avenida Rovisco Pais,"Instituto Superior Técnico da Universidade Técnica de Lisboa, no interior, na zona do Multidesportivo, junto da rampa de acesso",Areeiro,Passeio,BICICLETA,Sheffield standard,10,20,Não,0,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Superior,DEPM,10/7/2021 12:00:00 AM,,38af2ac7-82af-4e31-971f-dda68a5b286b,-1017212.43479918,4683920.28101451
16044,1552,1552,"Avenida de António José de Almeida, Universidade","IST - Universidade Técnica de Lisboa (Torre Norte), no interior, junto a muro e vedação de gerador, ao lado da escadaria de acesso ao jardim que dá para a entrada do pavilhão de mecânica",Areeiro,Passeio,BICICLETA,Sheffield standard,5,10,Não,0,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Superior,DEPM,10/7/2021 12:00:00 AM,,77a795c1-e406-44cd-944f-b5b7f337b035,-1017275.92346925,4684084.73304595
16045,1553,1553,"Rua Capitão Santiago de Carvalho, Escola","EB 2,3 Piscinas dos Olivais, no exterior, próximo da entrada. ",Olivais,Via,HOTSPOT,Sheffield standard,2,9,Não,,Público,Partilhado com Micromobilidade,Equipamento Ensino - Escola 2 e 3 ciclo,Junta Freguesia,12/14/2020 12:00:00 AM,,885c2138-26d1-423a-8f2c-bf4d82b87c52,-1014210.7160439,4688935.45535162
16046,1556,1556,"Avenida 5 de Outubro, 18",No separador central ao lado lugar motociclos,Avenidas Novas,Passeio,BICICLETA,Sheffield standard,3,6,Não,0,Público,Partilhado com Micromobilidade,,DEPM,6/25/2021 12:00:00 AM,,f94085c6-46cb-4223-a142-980867b74dbb,-1018435.84180424,4684663.4760899
16047,1557,1557,"Avenida Poeta Mistral, 31",No separador central perto da caldeira e MUPI,Avenidas Novas,Passeio,BICICLETA,Sheffield standard,3,6,Não,0,Público,Partilhado com Micromobilidade,,DEPM,6/25/2021 12:00:00 AM,,c6bc8b2c-05b4-426c-9d2a-378056e5e1de,-1018737.46602543,4684432.19581627
16049,1559,1559,"Rua Carvalho Araújo, 28",Entre esplanadas,Penha de França,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,2,4,Não,0,Público,Partilhado com Micromobilidade,,Junta Freguesia,8/1/2021 12:00:00 AM,,4d256e22-3d36-4ac8-96ab-1b246451a9d0,-1016487.35622894,4683610.47973319
16050,1560,1560,"Rua Carvalho Araújo, 28",Entre esplanadas,Penha de França,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,2,4,Não,0,Público,Partilhado com Micromobilidade,,Junta Freguesia,8/1/2021 12:00:00 AM,,f4fbbeb3-66a2-426d-bf12-5d9040438e1f,-1016486.54088438,4683595.31837394
16051,1561,1561,"Rua Professor Lima Basto, 69","Creche Palhaço (CML), no exterior",São Domingos de Benfica,Passeio,BICICLETA,Sheffield standard,3,6,Não,0,Público,Partilhado com Micromobilidade,Equipamento Ensino - Creche,DEPM,10/1/2021 12:00:00 AM,,d1d3ae92-0c2e-48af-8c30-10e1d949c7e4,-1019757.31870758,4684305.65314746
16052,1562,1562,Rua Professor Lima Basto,"Instituto Português de Oncologia de Lisboa Francisco Gentil (IPO), próximo da entrada",São Domingos de Benfica,Via,BICICLETA,Sheffield standard,6,12,Não,0,Público,Partilhado com Micromobilidade,Equipamento Saúde - Hospital,DEPM,10/1/2021 12:00:00 AM,,63e65950-4e3d-4f22-aeba-29ca707ee6e6,-1019956.31515987,4684408.51871197
16053,1563,1563,"Rua Doutor António Granjo, 1",,São Domingos de Benfica,Via,BICICLETA,Sheffield standard,4,8,Não,3,Público,Partilhado com Micromobilidade,,DEPM,10/1/2021 12:00:00 AM,,90274254-cf29-4484-9dda-d138f0e85354,-1020226.00126534,4684489.38805301
16054,1564,1564,"Rua Doutor António Granjo, 4",,São Domingos de Benfica,Via,BICICLETA,Sheffield standard,2,4,Não,2,Público,Partilhado com Micromobilidade,,DEPM,10/1/2021 12:00:00 AM,,f7e6c0b7-1150-47e6-96af-359b9fe03c74,-1020234.25375727,4684491.23358029
